PAYMENT_ID,MERCHANT_PAYMENT_ID,AMOUNT,CURRENCY,PAYMENT_REFERENCE,CREATION_TIME_UTC,LAST_STATUS_UPDATE_TIME_UTC,FINAL_STATUS_TIME_UTC,STATUS,INSTITUTION_ID,PAYMENT_TYPE,PAYER_EMAIL,IS_REFUNDED,AMOUNT_REFUNDED,LAST_REFUND_TIME,IS_PAY_BY_LINK,PROVIDED_PAYER_NAMES
32a88118-35b0-44f2-bef5-6ef62bd63ea4,TXN42135081,11.45,GBP,TXN42135081,2025-07-01 08:16:13,2025-07-01 08:16:13,,AWAITING_AUTHORIZATION,lloyds,VOLUME,,false,0,,false,
702b10da-137a-4e77-903d-3dfdb62a2cda,TXN32344793,15.27,GBP,TXN32344793,2025-07-01 08:17:00,2025-07-01 08:17:44,2025-07-01 08:17:44,COMPLETED,lloyds,VOLUME,,false,0,,false,
4ccf8c96-9c3e-455a-a825-3b1b15b78a6e,TXN33885503,267.18,GBP,TXN33885503,2025-07-01 08:32:47,2025-07-01 08:33:26,2025-07-01 08:33:26,COMPLETED,lloyds,VOLUME,,false,0,,false,
ec21073c-4b6e-43e1-96ec-483b2748d747,TXN25884415,190.84,GBP,TXN25884415,2025-07-01 08:36:29,2025-07-01 08:37:08,2025-07-01 08:37:08,COMPLETED,lloyds,VOLUME,,false,0,,false,
b27d0983-24d3-4a89-b1b6-8432e5702673,TXN56318644,76.34,GBP,TXN56318644,2025-07-01 19:11:56,2025-07-01 19:12:39,2025-07-01 19:12:39,COMPLETED,halifax,VOLUME,,false,0,,false,
9b6dc21a-a66d-46fe-8a79-96b7b88f7afb,TXN82316154,76.34,GBP,TXN82316154,2025-07-03 17:30:13,2025-07-03 17:30:13,,AWAITING_AUTHORIZATION,natwest,VOLUME,,false,0,,false,
22072610-c351-4399-9fb1-9291f3547322,TXN47991380,152.67,GBP,TXN47991380,2025-07-04 18:17:47,2025-07-04 18:18:51,2025-07-04 18:18:51,COMPLETED,halifax,VOLUME,,false,0,,false,
3c5e8636-83d3-46ff-8fdc-21d96b8f200a,TXN28553607,38.17,GBP,TXN28553607,2025-07-05 12:02:04,2025-07-05 12:02:48,2025-07-05 12:02:48,COMPLETED,halifax,VOLUME,,false,0,,false,
15d830a3-d39b-4a98-8cb6-4114c95eed67,TXN40971391,114.50,GBP,TXN40971391,2025-07-05 12:30:24,2025-07-05 12:30:55,2025-07-05 12:30:55,COMPLETED,halifax,VOLUME,,false,0,,false,
f2429b95-3242-4fd5-99b9-cffd383f396d,TXN00967723,114.50,GBP,TXN00967723,2025-07-05 12:33:53,2025-07-05 12:34:25,2025-07-05 12:34:25,COMPLETED,halifax,VOLUME,,false,0,,false,
ab50e5fa-36cb-4628-b63d-d463879084dd,TXN63994006,76.34,GBP,TXN63994006,2025-07-05 12:37:06,2025-07-05 12:37:36,2025-07-05 12:37:36,COMPLETED,halifax,VOLUME,,false,0,,false,
52507971-b36f-479e-b82d-8671ebfc4848,TXN91387604,20.00,GBP,TXN91387604,2025-07-05 13:26:51,2025-07-05 13:27:53,2025-07-05 13:27:53,COMPLETED,halifax,VOLUME,,false,0,,false,
8b226fcc-2c3c-4e54-bbd5-ecb521ad3920,TXN45069168,152.67,GBP,TXN45069168,2025-07-05 17:09:23,2025-07-05 17:09:55,2025-07-05 17:09:55,COMPLETED,barclays,VOLUME,,false,0,,false,
ce7c2b14-651c-489d-b492-fd55e00ed0e6,TXN01485809,130.00,GBP,TXN01485809,2025-07-05 18:09:30,2025-07-05 18:16:53,2025-07-05 18:16:53,FAILED,lloyds,VOLUME,,false,0,,false,
32620d03-2980-4ecf-8d0f-47cfed0d3ac9,TXN55978747,70.00,GBP,TXN55978747,2025-07-05 19:01:01,2025-07-05 19:01:25,2025-07-05 19:01:25,COMPLETED,monzo_ob,VOLUME,,false,0,,false,
f19432ac-1aca-4c7f-bc58-bb41587ce266,TXN62238837,200.00,GBP,TXN62238837,2025-07-06 17:41:51,2025-07-06 17:41:51,,AWAITING_AUTHORIZATION,barclays,VOLUME,,false,0,,false,
9924b112-47b0-4377-94a3-1c36e76b25c5,TXN62238837,200.00,GBP,TXN62238837,2025-07-06 18:18:22,2025-07-06 18:18:22,2025-07-06 18:18:22,FAILED,barclays,VOLUME,,false,0,,false,
a5b839d2-3227-48cf-9971-40e24a7e85bc,TXN90756506,76.00,GBP,TXN90756506,2025-07-07 04:32:27,2025-07-07 04:32:27,,AWAITING_AUTHORIZATION,lloyds,VOLUME,,false,0,,false,
4becf2c6-6dfe-4d74-a1ce-644b72cbc0b6,TXN90756506,76.00,GBP,TXN90756506,2025-07-07 04:33:22,2025-07-07 04:33:22,2025-07-07 04:33:22,FAILED,lloyds,VOLUME,,false,0,,false,
ac19a375-3d53-47e3-b7f5-9a6aa4ce05af,TXN99473747,76.00,GBP,TXN99473747,2025-07-07 04:34:19,2025-07-07 04:39:31,2025-07-07 04:39:31,FAILED,lloyds,VOLUME,,false,0,,false,
fd7af17e-51a0-4cf0-8cbf-220a897a7e09,TXN43503826,100.00,GBP,TXN43503826,2025-07-07 05:19:03,2025-07-07 05:19:24,2025-07-07 05:19:24,FAILED,natwest,VOLUME,,false,0,,false,
8af0dc65-d6dd-4af4-8f7b-a191384110dd,TXN69072151,200.00,GBP,TXN69072151,2025-07-07 12:24:39,2025-07-07 12:26:38,2025-07-07 12:26:38,COMPLETED,barclays,VOLUME,,false,0,,false,
